group_id,arm,visitor_id,arrival_time,exit_time,time_on_page_sec,exit_rate,ctr_opportunities,ctr_newsletter,ctr_donation,ctr_events,kpi_x,kpi_y,scroll_depth_pct,ctr_partner_banner,page_load_time_ms,enrolled
TXB_23,pre,22,2026-02-23 03:29:10.749521,2026-02-23 03:29:15.311152,4.6,0,0,1,0,0,19.57,0,7.6,0,1643.2,0
TXB_23,treatment,1118,2026-02-23 03:33:20.000000,2026-02-23 03:37:01.700000,221.7,0,0,0,0,0,7.46,0,51.0,0,1605.9,0
TXB_23,pre,23,2026-02-23 03:40:15.721033,2026-02-23 03:41:50.747041,95.0,0,0,0,0,0,14.59,0,23.8,0,1384.2,0
TXB_23,pre,24,2026-02-23 03:42:36.293767,2026-02-23 03:42:36.793767,0.5,1,0,0,0,0,1.42,0,1.6,0,7979.5,0
TXB_23,pre,25,2026-02-23 04:01:12.179956,2026-02-23 04:02:34.266311,82.1,0,0,0,0,0,9.37,0,33.3,0,1791.6,0
TXB_23,pre,26,2026-02-23 04:11:21.280389,2026-02-23 04:13:44.628991,143.3,0,0,0,0,0,21.43,0,0.7,0,2304.4,0
TXB_23,pre,27,2026-02-23 04:17:25.003473,2026-02-23 04:19:40.143179,135.1,0,0,0,0,0,43.89,0,26.5,0,842.0,0
TXB_23,pre,28,2026-02-23 04:17:44.974231,2026-02-23 04:18:28.274068,43.3,0,0,0,1,1,63.56,0,95.7,1,2140.3,0
TXB_23,pre,29,2026-02-23 04:49:34.921915,2026-02-23 04:52:14.162579,159.2,0,0,0,0,0,21.49,1,51.5,1,1976.4,0
TXB_23,pre,30,2026-02-23 04:50:16.285871,2026-02-23 04:50:16.785871,0.5,1,0,0,0,0,4.48,0,2.8,0,1279.5,0
TXB_23,pre,31,2026-02-23 04:56:12.005356,2026-02-23 04:59:50.263956,218.3,0,0,0,0,0,6.49,0,15.7,0,1922.7,0
TXB_23,pre,32,2026-02-23 05:12:39.094585,2026-02-23 05:15:50.128865,191.0,0,0,0,0,0,38.95,0,60.8,0,916.4,0
TXB_23,pre,70,2026-02-23 05:26:08.000000,2026-02-23 06:42:13.000000,4565.0,0,0,0,0,0,87.99,1,10.9,0,1465.2,1
TXB_23,pre,33,2026-02-23 05:28:12.339243,2026-02-23 05:31:37.870633,205.5,0,0,0,0,0,73.39,0,40.3,0,4387.0,0
TXB_23,pre,34,2026-02-23 05:32:37.506778,2026-02-23 05:34:45.224656,127.7,0,0,0,0,0,4.63,0,28.0,0,1251.9,0
TXB_23,pre,35,2026-02-23 06:03:18.312506,2026-02-23 06:07:17.133846,238.8,0,0,0,0,0,6.15,0,0.1,0,1213.3,0
TXB_23,pre,36,2026-02-23 06:14:40.855016,2026-02-23 06:18:30.765195,229.9,0,0,0,0,0,11.51,0,97.9,0,1793.4,0
TXB_23,pre,37,2026-02-23 06:16:52.264457,2026-02-23 06:19:54.214157,181.9,0,0,0,0,0,66.65,0,37.4,0,1128.4,0
TXB_23,pre,38,2026-02-23 06:25:55.237935,2026-02-23 06:26:00.553917,5.3,1,0,0,0,0,2.96,0,5.5,0,1688.5,0
TXB_23,pre,39,2026-02-23 06:30:46.241084,2026-02-23 06:31:02.815309,16.6,0,0,0,0,0,25.05,0,12.1,0,1109.5,0
TXB_23,pre,40,2026-02-23 06:32:23.055075,2026-02-23 06:32:28.270917,5.2,1,0,0,0,0,5.13,0,1.3,0,668.9,0
TXB_23,pre,41,2026-02-23 06:33:37.041172,2026-02-23 06:33:42.534140,5.5,1,0,0,0,0,2.68,0,3.1,0,2185.4,0
TXB_23,pre,42,2026-02-23 06:39:32.419049,2026-02-23 06:39:35.190474,2.8,1,0,0,0,0,5.75,0,6.7,0,2734.7,0
TXB_23,pre,43,2026-02-23 06:42:57.625221,2026-02-23 06:43:23.085992,25.5,0,0,0,0,0,34.05,0,63.8,0,2227.0,0
TXB_23,pre,44,2026-02-23 06:46:53.205584,2026-02-23 06:47:02.383016,9.2,0,0,0,0,0,12.54,0,88.6,0,5521.3,0
TXB_23,pre,45,2026-02-23 06:50:09.220855,2026-02-23 06:53:47.167280,217.9,0,0,0,0,0,45.59,0,27.3,0,1450.4,0
TXB_23,pre,46,2026-02-23 06:52:05.087825,2026-02-23 06:52:11.604787,6.5,1,0,0,0,0,1.59,0,11.0,0,1676.0,0
TXB_23,pre,47,2026-02-23 06:55:26.433880,2026-02-23 06:55:37.852311,11.4,0,0,1,0,0,84.73,0,40.4,0,875.1,0
TXB_23,pre,48,2026-02-23 06:57:52.153366,2026-02-23 07:49:32.597522,3100.4,0,0,0,0,0,17.62,0,97.6,0,1177.8,0
TXB_23,pre,49,2026-02-23 06:59:18.568682,2026-02-23 07:09:31.249853,612.7,0,0,0,0,0,11.21,0,99.8,0,1093.8,0
TXB_23,pre,50,2026-02-23 07:01:30.402700,2026-02-23 07:08:46.576817,436.2,0,1,0,0,0,21.08,0,45.6,0,1936.4,0
TXB_23,pre,51,2026-02-23 07:03:47.385921,2026-02-23 07:05:23.368982,96.0,0,0,0,0,0,26.96,0,10.7,0,1197.7,0
TXB_23,pre,52,2026-02-23 07:05:31.254087,2026-02-23 07:07:09.630157,98.4,0,0,0,0,0,18.19,0,20.8,0,992.1,0
TXB_23,pre,53,2026-02-23 07:24:15.698565,2026-02-23 07:25:32.139652,76.4,0,0,0,0,0,54.36,0,87.5,0,1771.0,0
TXB_23,pre,54,2026-02-23 07:36:27.176412,2026-02-23 09:27:51.663908,5421.8499999999885,0,0,0,0,0,74.88,0,79.7,0,2789.7,0
TXB_23,pre,55,2026-02-23 07:38:00.986719,2026-02-23 07:42:17.707996,256.7,0,0,0,0,0,72.45,0,40.1,0,2050.3,0
TXB_23,pre,56,2026-02-23 07:40:39.935272,2026-02-23 07:42:49.360870,129.4,0,0,0,0,0,3.98,0,26.3,0,1060.4,0
TXB_23,pre,58,2026-02-23 08:08:41.575113,2026-02-23 08:08:52.947403,11.4,0,0,0,0,0,15.01,1,21.2,0,5595.9,0
TXB_23,pre,59,2026-02-23 08:38:53.261568,2026-02-23 08:39:22.557725,29.3,0,0,0,0,0,29.02,0,35.6,0,1226.0,0
TXB_23,pre,60,2026-02-23 08:39:30.574888,2026-02-23 08:39:56.430375,25.9,0,0,0,0,0,93.58,0,10.4,0,1196.5,0
TXB_23,pre,61,2026-02-23 08:49:52.910587,2026-02-23 08:49:57.309358,4.4,1,0,0,0,0,2.49,0,1.6,0,1815.0,0
TXB_23,pre,62,2026-02-23 09:16:21.622289,2026-02-23 10:46:06.402160,5384.8,0,0,0,0,0,36.17,0,6.0,0,4618.6,0
TXB_23,pre,63,2026-02-23 09:22:33.928891,2026-02-23 09:22:34.428891,0.5,1,0,0,0,0,2.71,0,6.4,0,2564.0,0
TXB_23,pre,64,2026-02-23 10:01:30.373177,2026-02-23 10:04:17.885025,167.5,0,0,0,0,0,36.35,0,26.7,0,1793.3,0
TXB_23,pre,65,2026-02-23 10:05:00.956267,2026-02-23 10:05:01.456267,0.5,1,0,0,0,0,3.06,0,5.4,0,1951.0,0
TXB_23,pre,66,2026-02-23 10:11:12.676967,2026-02-23 10:12:59.048184,106.4,0,0,0,0,1,30.05,1,42.3,0,1245.6,0
TXB_23,pre,67,2026-02-23 10:27:40.684479,2026-02-23 10:27:54.484260,13.8,0,0,1,0,1,20.14,0,80.9,0,1114.1,0
TXB_23,pre,68,2026-02-23 10:35:56.465115,2026-02-23 10:35:58.794811,2.3,1,0,0,0,0,1.46,0,3.7,0,1385.7,0
TXB_23,pre,69,2026-02-23 11:27:13.343514,2026-02-23 11:27:14.950370,1.6,1,0,0,0,0,9.85,0,4.1,0,1962.2,0
TXB_23,pre,71,2026-02-23 11:42:25.236062,2026-02-23 11:42:28.758133,3.5,1,0,0,0,0,2.97,0,3.0,0,1931.6,0
TXB_23,pre,72,2026-02-23 11:44:14.745768,2026-02-23 11:48:58.636252,283.9,0,0,0,0,0,14.67,0,78.6,0,1155.8,0
TXB_23,pre,73,2026-02-23 11:52:15.295914,2026-02-23 11:57:05.105689,289.8,0,0,0,0,0,13.87,0,2.3,0,1124.1,0
TXB_23,pre,74,2026-02-23 11:53:01.204645,2026-02-23 11:53:33.729043,32.5,0,0,0,0,0,13.68,0,95.5,0,1760.2,0
TXB_23,pre,75,2026-02-23 11:55:31.452110,2026-02-23 11:55:59.832223,28.4,0,0,0,0,0,5.46,0,45.7,0,1380.3,0
TXB_23,pre,76,2026-02-23 12:04:11.230137,2026-02-23 12:06:19.238812,128.0,0,0,0,0,0,81.95,1,55.7,0,2481.1,1
TXB_23,pre,77,2026-02-23 12:06:11.322765,2026-02-23 12:06:13.100863,1.8,1,0,0,0,0,2.28,0,4.8,0,1272.5,0
TXB_23,pre,78,2026-02-23 12:09:39.494560,2026-02-23 12:16:30.858767,411.4,0,0,0,0,0,32.56,0,61.6,0,1063.3,0
TXB_23,pre,79,2026-02-23 12:12:06.947819,2026-02-23 12:12:22.347714,15.4,0,0,0,0,0,29.84,0,18.8,0,1801.8,0
TXB_23,pre,80,2026-02-23 12:24:15.042098,2026-02-23 12:24:49.153207,34.1,0,0,0,0,0,9.12,0,58.5,0,1345.7,0
TXB_23,pre,81,2026-02-23 12:34:37.416218,2026-02-23 12:36:43.226014,125.8,0,0,1,0,0,31.66,0,27.0,0,1339.6,0
TXB_23,pre,82,2026-02-23 12:37:46.495171,2026-02-23 12:40:49.768092,183.3,0,0,0,0,0,76.49,1,17.3,0,1156.8,1
TXB_23,pre,83,2026-02-23 12:40:13.264349,2026-02-23 12:42:33.976984,140.7,0,0,0,0,0,24.03,0,78.5,0,1251.9,0
TXB_23,pre,84,2026-02-23 12:42:27.105773,2026-02-23 12:43:02.837557,35.7,0,0,0,0,1,17.69,0,28.6,0,1267.4,0
TXB_23,pre,85,2026-02-23 12:47:36.959489,2026-02-23 13:56:56.989086,4160.0,0,0,0,0,0,12.29,1,22.9,0,1746.2,0
TXB_23,pre,86,2026-02-23 12:51:40.655902,2026-02-23 12:51:41.155902,0.5,1,0,0,0,0,1.95,0,5.1,0,6364.1,0
TXB_23,pre,87,2026-02-23 12:55:57.723317,2026-02-23 12:56:29.379346,31.7,0,1,0,0,0,74.76,0,57.4,0,1649.4,0
TXB_23,pre,88,2026-02-23 13:00:07.511652,2026-02-23 13:00:08.209029,0.7,1,0,0,0,0,13.96,0,3.7,0,1239.4,0
TXB_23,pre,89,2026-02-23 13:17:58.367025,2026-02-23 13:18:37.021020,38.7,0,0,0,1,0,50.0,0,12.3,0,1220.3,0
TXB_23,pre,90,2026-02-23 13:19:11.092799,2026-02-23 13:19:12.424364,1.3,1,0,0,0,0,7.59,0,4.9,0,1515.9,0
TXB_23,pre,91,2026-02-23 13:20:23.697616,2026-02-23 13:20:27.216409,3.5,1,0,0,0,0,1.26,0,11.9,0,1692.8,0
TXB_23,pre,92,2026-02-23 14:06:00.768505,2026-02-23 14:06:07.662741,6.9,1,0,0,0,0,5.25,0,3.0,0,1252.7,0
TXB_23,pre,93,2026-02-23 14:26:09.963439,2026-02-23 14:27:32.604293,82.6,0,0,0,0,0,90.17,0,2.9,0,5217.5,0
TXB_23,pre,94,2026-02-23 14:33:40.574856,2026-02-23 14:39:10.157601,329.6,0,0,0,0,0,66.49,0,77.9,0,978.0,0
TXB_23,pre,95,2026-02-23 15:49:59.403709,2026-02-23 15:51:59.439495,120.0,0,0,0,0,0,20.89,0,95.1,0,1747.3,0
TXB_23,pre,96,2026-02-23 19:10:05.137543,2026-02-23 19:17:01.489798,416.4,0,0,0,0,0,60.58,0,74.1,0,1450.7,0
TXB_23,pre,97,2026-02-23 23:14:40.577840,2026-02-23 23:17:09.071423,148.5,0,0,0,0,0,64.1,0,82.3,0,2190.9,0
TXB_23,pre,98,2026-02-23 23:24:46.984768,2026-02-23 23:25:20.811573,33.8,1,0,0,0,0,1.25,0,0.1,0,2560.3,0
TXB_23,pre,99,2026-02-24 00:08:31.257679,2026-02-24 00:09:31.371959,60.1,0,0,0,0,0,89.14,0,35.7,0,1464.5,0
TXB_23,pre,100,2026-02-24 00:28:19.304789,2026-02-24 00:28:38.807094,19.5,0,0,0,0,0,31.07,0,4.0,0,1033.2,0
TXB_23,pre,102,2026-02-24 01:07:54.107762,2026-02-24 01:09:36.254494,102.1,0,0,0,0,0,54.54,0,63.1,0,2920.9,0
TXB_23,pre,103,2026-02-24 01:09:04.367602,2026-02-24 01:09:39.880037,35.5,0,0,0,0,0,74.91,1,84.7,0,1108.7,1
TXB_23,pre,104,2026-02-24 01:11:46.861840,2026-02-24 01:13:01.038969,74.2,0,0,0,0,0,40.28,0,14.4,0,1579.3,0
TXB_23,pre,105,2026-02-24 01:13:58.501447,2026-02-24 01:16:35.477641,157.0,0,0,0,0,0,15.21,1,81.5,0,1865.1,0
TXB_23,pre,106,2026-02-24 01:15:06.771037,2026-02-24 01:15:53.005395,46.2,0,0,0,0,0,58.64,0,3.8,0,2056.7,0
TXB_23,pre,107,2026-02-24 01:20:01.414807,2026-02-24 01:21:13.787185,72.4,0,0,0,0,0,93.45,0,79.2,0,8389.3,0
TXB_23,pre,108,2026-02-24 01:20:33.716749,2026-02-24 01:21:14.605392,40.9,0,0,0,0,0,19.45,0,5.1,0,4526.8,0
TXB_23,pre,109,2026-02-24 01:27:42.952269,2026-02-24 01:31:43.993545,241.0,0,0,0,0,0,88.83,0,42.2,0,2205.5,0
TXB_23,pre,110,2026-02-24 01:30:46.581356,2026-02-24 01:30:49.978323,3.4,0,0,0,0,0,45.77,0,7.7,0,7307.8,0
TXB_23,pre,111,2026-02-24 01:38:26.387423,2026-02-24 01:42:59.346147,273.0,0,0,0,0,0,94.01,0,87.3,0,1301.9,0
TXB_23,pre,112,2026-02-24 01:41:02.688173,2026-02-24 01:41:08.133471,5.4,0,0,0,0,0,38.92,0,35.3,0,1868.1,0
TXB_23,pre,113,2026-02-24 01:50:23.621831,2026-02-24 02:32:14.772890,2511.2,0,0,0,0,0,6.56,1,60.0,0,1040.4,0
TXB_23,pre,114,2026-02-24 02:11:26.598479,2026-02-24 02:17:35.574512,369.0,0,0,0,0,0,56.22,0,14.1,0,1355.8,0
TXB_23,pre,115,2026-02-24 02:28:48.252403,2026-02-24 02:38:14.275652,566.0,0,0,0,0,0,46.78,0,37.1,0,1240.9,0
TXB_23,pre,116,2026-02-24 02:32:01.188086,2026-02-24 02:32:18.457241,17.3,1,0,0,0,0,0.31,0,12.2,0,9890.0,0
TXB_23,pre,117,2026-02-24 02:51:24.261711,2026-02-24 02:51:27.005785,2.7,1,0,0,0,0,1.85,0,11.1,0,2129.9,0
TXB_23,pre,118,2026-02-24 02:56:24.940456,2026-02-24 03:00:45.569746,260.6,0,0,0,0,0,58.18,0,30.6,0,1306.4,0
TXB_23,pre,119,2026-02-24 02:59:48.194728,2026-02-24 02:59:53.801894,5.6,1,0,0,0,0,3.56,0,9.8,0,1885.6,0
TXB_23,pre,120,2026-02-24 03:01:50.123273,2026-02-24 03:01:50.719785,0.6,1,0,0,0,0,0.76,0,1.3,0,1384.3,0
TXB_23,pre,121,2026-02-24 03:03:14.819016,2026-02-24 03:04:58.923363,104.1,0,0,0,0,0,29.8,1,8.5,0,1204.9,0
TXB_23,pre,122,2026-02-24 03:12:22.836166,2026-02-24 03:15:55.914259,213.1,0,0,0,0,0,52.95,0,73.7,0,1692.7,0
TXB_23,pre,123,2026-02-24 03:13:25.409433,2026-02-24 03:14:27.624996,62.2,0,0,0,0,0,7.54,0,0.3,0,1661.7,0
TXB_23,pre,124,2026-02-24 03:18:23.705790,2026-02-24 03:28:49.258621,625.6,0,0,0,0,0,12.42,0,45.6,0,1225.1,0
TXB_23,pre,125,2026-02-24 03:43:04.511087,2026-02-24 03:48:32.129942,327.6,0,0,0,0,0,13.41,0,10.7,0,930.4,0
TXB_23,pre,126,2026-02-24 03:43:10.496180,2026-02-24 03:43:11.443161,0.9,1,0,0,0,0,1.32,0,1.8,0,10993.735999999994,0
TXB_23,pre,127,2026-02-24 03:58:55.570099,2026-02-24 03:59:50.956633,55.4,0,0,0,0,0,7.6,0,31.5,0,921.3,0
TXB_23,pre,128,2026-02-24 04:00:42.393797,2026-02-24 04:00:51.544542,9.2,0,0,0,0,0,26.86,0,46.5,0,1246.4,0
TXB_23,pre,129,2026-02-24 04:02:34.872153,2026-02-24 04:04:19.942873,105.1,0,0,0,0,0,21.69,0,77.1,0,1770.1,0
TXB_23,pre,130,2026-02-24 04:08:16.241298,2026-02-24 04:09:41.233683,85.0,0,0,0,0,0,79.91,0,84.5,0,1502.1,0
TXB_23,pre,131,2026-02-24 04:10:10.345662,2026-02-24 04:11:31.687852,81.3,0,0,0,0,0,24.51,0,61.0,0,2178.8,0
TXB_23,pre,132,2026-02-24 04:12:05.717052,2026-02-24 04:56:45.185297,2679.5,0,0,1,0,0,40.86,0,79.4,0,3496.2,0
TXB_23,pre,133,2026-02-24 04:22:25.918694,2026-02-24 04:24:23.531775,117.6,0,0,0,0,0,70.16,0,44.3,0,2031.3,0
TXB_23,pre,134,2026-02-24 04:28:40.297649,2026-02-24 04:30:21.819994,101.5,0,0,0,0,0,82.8,0,61.3,0,1248.5,0
TXB_23,pre,135,2026-02-24 04:29:17.028744,2026-02-24 04:31:29.757335,132.7,0,0,1,0,0,41.76,0,68.2,0,3152.4,0
TXB_23,pre,137,2026-02-24 04:31:26.582517,2026-02-24 04:36:38.929949,312.3,0,0,0,0,0,8.27,0,45.5,0,10993.735999999994,0
TXB_23,pre,138,2026-02-24 04:45:39.084105,2026-02-24 04:46:33.337455,54.3,0,0,1,0,0,33.63,0,97.2,0,1177.5,0
TXB_23,pre,139,2026-02-24 05:24:21.950435,2026-02-24 05:24:48.225709,26.3,0,0,0,0,0,12.43,0,87.6,0,4117.6,0
TXB_23,pre,140,2026-02-24 05:26:56.007848,2026-02-24 05:28:06.640505,70.6,0,0,0,0,0,28.49,0,80.0,0,2770.6,0
TXB_23,pre,141,2026-02-24 05:28:54.002820,2026-02-24 05:35:17.123186,383.1,0,0,0,0,0,10.32,0,54.1,0,1608.9,0
TXB_23,pre,142,2026-02-24 05:29:04.104796,2026-02-24 05:37:05.869525,481.8,0,1,0,0,0,31.96,0,93.0,0,4068.0,0
TXB_23,pre,143,2026-02-24 05:33:06.409981,2026-02-24 05:36:10.815320,184.4,0,0,0,0,0,13.76,1,10.8,0,1127.0,0
TXB_23,pre,144,2026-02-24 05:39:10.626410,2026-02-24 05:44:22.955141,312.3,0,0,0,0,0,10.95,0,86.7,1,6435.6,0
TXB_23,pre,145,2026-02-24 05:48:07.927065,2026-02-24 05:48:50.077277,42.2,0,0,0,0,0,17.83,0,62.0,0,1032.8,0
TXB_23,pre,146,2026-02-24 05:53:37.727318,2026-02-24 05:53:39.872352,2.1,1,0,0,0,0,0.07,0,3.4,0,1217.0,0
TXB_23,pre,147,2026-02-24 06:12:20.456837,2026-02-24 06:13:18.070551,57.6,0,0,0,0,0,25.07,1,32.2,0,1482.8,0
TXB_23,pre,148,2026-02-24 06:20:56.553442,2026-02-24 06:25:59.980547,303.4,0,0,0,0,1,41.68,0,64.9,0,7194.8,0
TXB_23,pre,149,2026-02-24 06:32:53.595025,2026-02-24 06:32:58.022534,4.4,1,0,0,0,0,0.45,0,0.5,0,1468.2,0
TXB_23,pre,150,2026-02-24 07:04:58.964943,2026-02-24 07:05:08.615774,9.7,0,0,0,0,0,73.53,0,97.3,0,1053.1,0
TXB_23,pre,151,2026-02-24 07:07:01.861292,2026-02-24 07:07:09.731273,7.9,1,0,0,0,0,2.54,0,2.3,0,7586.5,0
TXB_23,pre,152,2026-02-24 07:09:46.099612,2026-02-24 07:10:04.708099,18.6,0,0,0,0,0,69.98,0,25.6,0,1216.6,0
TXB_23,pre,153,2026-02-24 07:10:27.128664,2026-02-24 07:11:21.999553,54.9,0,0,0,0,0,12.73,0,89.4,0,5719.6,0
TXB_23,pre,154,2026-02-24 07:13:03.379604,2026-02-24 07:18:23.476438,320.1,0,0,0,0,0,32.83,0,18.7,0,1034.4,0
TXB_23,pre,155,2026-02-24 07:25:40.207793,2026-02-24 07:28:23.283833,163.1,0,0,0,0,0,49.82,0,10.0,0,1496.2,0
TXB_23,pre,156,2026-02-24 07:27:58.773914,2026-02-24 07:29:08.927592,70.2,0,0,0,0,0,24.1,1,6.5,1,5172.5,0
TXB_23,pre,157,2026-02-24 07:54:26.957959,2026-02-24 07:55:10.488636,43.5,0,0,0,0,0,68.23,0,24.5,0,3699.8,0
TXB_23,pre,158,2026-02-24 08:18:42.909431,2026-02-24 08:18:44.123431,1.2,1,0,0,0,0,0.72,0,5.5,0,1566.6,0
TXB_23,pre,159,2026-02-24 08:28:04.795685,2026-02-24 08:36:01.828322,477.0,0,0,0,0,0,47.85,0,5.1,0,4507.2,0
TXB_23,pre,160,2026-02-24 08:41:04.417743,2026-02-24 08:42:06.679881,62.3,0,0,0,0,0,13.84,0,23.9,0,1234.9,0
TXB_23,pre,161,2026-02-24 08:42:19.305039,2026-02-24 08:43:01.605152,42.3,0,0,0,0,0,17.42,0,63.4,0,1260.9,0
TXB_23,pre,162,2026-02-24 08:48:08.088206,2026-02-24 08:48:17.689941,9.6,1,0,0,0,0,0.33,0,6.3,0,1734.5,0
TXB_23,pre,163,2026-02-24 08:57:22.282697,2026-02-24 09:01:47.058928,264.8,0,0,0,0,1,17.84,0,88.3,0,1590.3,0
TXB_23,pre,164,2026-02-24 08:59:47.882883,2026-02-24 09:01:09.885226,82.0,0,0,0,0,0,13.95,0,7.2,0,1387.0,0
TXB_23,pre,165,2026-02-24 09:37:45.076630,2026-02-24 09:37:54.256954,9.2,0,0,0,1,0,45.03,0,2.8,0,1325.2,0
TXB_23,pre,166,2026-02-24 10:26:56.792779,2026-02-24 10:27:17.279331,20.5,0,0,0,0,0,53.15,0,7.2,0,5167.9,0
TXB_23,pre,167,2026-02-24 10:33:04.994609,2026-02-24 10:33:12.685278,7.7,0,0,0,0,0,34.98,0,11.1,0,1376.4,0
TXB_23,pre,168,2026-02-24 11:00:02.290286,2026-02-24 11:01:35.188064,92.9,0,0,0,0,0,22.67,0,69.6,0,1763.2,0
TXB_23,pre,169,2026-02-24 11:00:45.882370,2026-02-24 11:00:54.558822,8.7,1,0,0,0,0,0.03,0,2.2,0,2344.5,0
TXB_23,pre,170,2026-02-24 11:21:54.854347,2026-02-24 11:21:55.764374,0.9,1,0,0,0,0,1.98,0,11.9,0,819.2,0
TXB_23,pre,171,2026-02-24 11:29:59.012315,2026-02-24 11:38:41.952326,522.9,0,0,0,0,0,41.21,0,28.7,0,1293.7,0
TXB_23,pre,172,2026-02-24 11:37:11.099637,2026-02-24 11:39:08.102008,117.0,0,0,0,0,0,29.76,0,89.2,0,1452.1,0
TXB_23,pre,173,2026-02-24 12:00:00.040952,2026-02-24 12:00:01.235400,1.2,1,0,0,0,0,0.17,0,15.0,0,1358.7,0
TXB_23,pre,174,2026-02-24 12:12:04.297171,2026-02-24 12:12:06.931008,2.6,1,0,0,0,0,3.42,0,3.1,0,2246.3,0
TXB_23,pre,175,2026-02-24 12:12:12.925886,2026-02-24 12:14:25.063534,132.1,0,0,0,0,0,75.34,1,85.4,0,1062.5,1
TXB_23,pre,176,2026-02-24 12:12:18.760251,2026-02-24 12:12:41.810223,23.0,0,0,0,0,0,12.14,1,33.8,0,1233.9,0
